session_id,user_id,episode_id,event_type,position_ms,seek_to_ms,duration_ms,speed,device,autoplay,created_at
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,play_start,0,,475000,1.0,android,False,2026-07-14T21:39:00+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,heartbeat,0,,475000,1.0,android,False,2026-07-14T21:39:00+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,heartbeat,10000,,475000,1.0,android,False,2026-07-14T21:39:10+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,heartbeat,20000,,475000,1.0,android,False,2026-07-14T21:39:20+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,heartbeat,30000,,475000,1.0,android,False,2026-07-14T21:39:30+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,heartbeat,40000,,475000,1.0,android,False,2026-07-14T21:39:40+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,heartbeat,50000,,475000,1.0,android,False,2026-07-14T21:39:50+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,heartbeat,60000,,475000,1.0,android,False,2026-07-14T21:40:00+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,heartbeat,70000,,475000,1.0,android,False,2026-07-14T21:40:10+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,heartbeat,80000,,475000,1.0,android,False,2026-07-14T21:40:20+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,heartbeat,85000,,475000,1.0,android,False,2026-07-14T21:40:30+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,heartbeat,95000,,475000,1.0,android,False,2026-07-14T21:40:40+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,heartbeat,105000,,475000,1.0,android,False,2026-07-14T21:40:50+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,heartbeat,115000,,475000,1.0,android,False,2026-07-14T21:41:00+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,heartbeat,125000,,475000,1.0,android,False,2026-07-14T21:41:10+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,heartbeat,135000,,475000,1.0,android,False,2026-07-14T21:41:20+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,seek,145000,102834,475000,1.0,android,False,2026-07-14T21:41:30+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,heartbeat,102834,,475000,1.0,android,False,2026-07-14T21:41:31.500000+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,heartbeat,112834,,475000,1.0,android,False,2026-07-14T21:41:41.500000+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,heartbeat,122834,,475000,1.0,android,False,2026-07-14T21:41:51.500000+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,heartbeat,132834,,475000,1.0,android,False,2026-07-14T21:42:01.500000+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,heartbeat,142834,,475000,1.0,android,False,2026-07-14T21:42:11.500000+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,heartbeat,152834,,475000,1.0,android,False,2026-07-14T21:42:21.500000+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,heartbeat,162834,,475000,1.0,android,False,2026-07-14T21:42:31.500000+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,heartbeat,172834,,475000,1.0,android,False,2026-07-14T21:42:41.500000+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,skip,205676,250000,475000,1.0,android,False,2026-07-14T21:42:51.500000+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,heartbeat,250000,,475000,1.0,android,False,2026-07-14T21:42:53.500000+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,heartbeat,260000,,475000,1.0,android,False,2026-07-14T21:43:03.500000+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,heartbeat,270000,,475000,1.0,android,False,2026-07-14T21:43:13.500000+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,heartbeat,280000,,475000,1.0,android,False,2026-07-14T21:43:23.500000+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,heartbeat,290000,,475000,1.0,android,False,2026-07-14T21:43:33.500000+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,seek,300000,272403,475000,1.0,android,False,2026-07-14T21:43:43.500000+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,heartbeat,272403,,475000,1.0,android,False,2026-07-14T21:43:45+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,heartbeat,282403,,475000,1.0,android,False,2026-07-14T21:43:55+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,heartbeat,292403,,475000,1.0,android,False,2026-07-14T21:44:05+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,heartbeat,302403,,475000,1.0,android,False,2026-07-14T21:44:15+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,heartbeat,312403,,475000,1.0,android,False,2026-07-14T21:44:25+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,heartbeat,322403,,475000,1.0,android,False,2026-07-14T21:44:35+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,heartbeat,332403,,475000,1.0,android,False,2026-07-14T21:44:45+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,heartbeat,340000,,475000,1.0,android,False,2026-07-14T21:44:55+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,heartbeat,350000,,475000,1.0,android,False,2026-07-14T21:45:05+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,heartbeat,360000,,475000,1.0,android,False,2026-07-14T21:45:15+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,heartbeat,370000,,475000,1.0,android,False,2026-07-14T21:45:25+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,heartbeat,380000,,475000,1.0,android,False,2026-07-14T21:45:35+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,seek,390000,355248,475000,1.0,android,False,2026-07-14T21:45:45+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,heartbeat,355248,,475000,1.0,android,False,2026-07-14T21:45:46.500000+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,heartbeat,365248,,475000,1.0,android,False,2026-07-14T21:45:56.500000+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,heartbeat,375248,,475000,1.0,android,False,2026-07-14T21:46:06.500000+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,heartbeat,385248,,475000,1.0,android,False,2026-07-14T21:46:16.500000+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,heartbeat,395248,,475000,1.0,android,False,2026-07-14T21:46:26.500000+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,heartbeat,405248,,475000,1.0,android,False,2026-07-14T21:46:36.500000+00:00
3866e9fd-c8ed-58da-8ae3-7267f79abedf,2,1001,heartbeat,415000,,475000,1.0,android,False,2026-07-14T21:46:46.500000+00:00
